Undergraduate_GPA,Relevant_DataScience_Experience ,Apply_Year,GRE_Score,IELTS_Overall,TOEFL_Overall,DataScience_Skill_Confidence,Admit_label,Degree_seeking_Type_PHD,Highest_degree_Masters,Highest_degree_Other_three_year_degree,Country_Canada,Country_Europe,Country_India,Country_United States,Uploaded_Statement_of_Purpose_Status_Y,Uploaded_Resume_Status_Y,Gender_M
3,4.282021877034473,2020,317,9,100,8,0,False,False,True,False,False,False,False,True,True,True
3,5.638364799402364,2020,320,8,100,1,0,False,False,False,False,False,False,True,True,True,True
3,2.71331626020027,2022,303,8,100,3,1,True,True,False,False,False,False,True,True,True,True
3,0.8885064262532376,2020,318,8,100,9,1,True,True,False,False,False,False,True,True,True,False
3,2.2285436256452753,2021,304,6,100,9,0,True,True,False,False,False,False,False,False,False,True
3,6.1727109157425115,2022,313,9,100,4,0,True,False,False,True,False,False,False,False,True,True
3,2.8099506582666267,2022,322,5,90,9,1,True,False,True,False,False,False,False,True,False,False
3,6.495851925485681,2022,312,5,100,7,1,True,False,False,False,False,False,True,True,True,True
3,2.5561716144598066,2021,318,5,100,4,0,False,True,False,False,False,True,False,False,True,True
3,1.308440307310545,2021,318,6,90,4,1,False,False,False,False,False,False,True,False,True,False
3,3.486786876108866,2021,315,6,90,9,0,False,False,False,False,False,False,False,False,True,False
3,3.6181960983131116,2020,321,9,90,8,1,False,False,True,False,False,False,False,False,True,True
3,0.12886574839469578,2020,320,6,90,9,0,False,False,True,False,True,False,False,True,True,False
3,0.9363605816506091,2022,318,8,90,5,1,True,True,False,False,False,True,False,False,True,False
3,1.4794081501825396,2022,300,5,90,4,1,True,False,False,False,False,False,False,True,True,False
3,0.9086985390293991,2021,309,8,100,2,0,True,False,False,True,False,False,False,False,True,True
3,2.7322086033709105,2021,301,6,100,0,0,True,False,True,False,False,False,True,True,False,True
3,7.716982844936144,2020,314,5,90,5,1,True,False,False,True,False,False,False,False,True,False
3,4.073780306616624,2020,318,7,100,9,0,False,False,False,False,False,False,False,False,True,True
3,5.020448190965172,2021,303,8,100,8,0,True,False,False,False,False,False,False,False,True,False
3,2.8510918281842255,2021,320,7,90,3,0,True,False,True,True,False,False,False,False,False,False
3,2.5879020931451686,2020,324,9,90,7,0,True,True,False,True,False,False,False,True,False,False
3,0.18517417532006686,2022,303,8,100,1,0,False,True,False,False,True,False,False,False,True,True
3,4.002669245408179,2022,311,5,100,1,1,False,False,False,False,False,False,True,False,True,False
3,3.8688720540133303,2020,324,5,90,3,1,False,True,False,True,False,False,False,True,False,False
3,1.2626458094489843,2020,320,7,90,1,0,False,False,True,False,False,False,True,True,False,False
3,6.114592001653629,2022,318,5,100,5,1,False,False,True,False,False,True,False,True,True,False
3,3.9413946424880235,2020,322,8,100,7,0,False,True,False,False,False,False,False,True,False,False
3,2.7119517612925863,2022,323,6,100,2,1,True,True,False,True,False,False,False,False,True,False
3,1.1752712721834158,2022,308,6,90,2,1,True,False,False,False,False,True,False,False,False,False
3,4.4172866157680994,2020,324,5,100,3,1,True,True,False,False,False,False,False,False,True,True
3,6.022536208710478,2021,321,9,90,4,0,False,False,False,False,True,False,False,False,True,True
3,2.2559948214797734,2021,315,8,100,2,1,False,False,False,False,False,False,False,True,True,False
3,1.7503548126137805,2021,314,9,100,5,0,False,False,True,True,False,False,False,False,True,False
3,4.175479712516616,2021,308,7,100,4,1,False,False,True,False,False,True,False,True,True,False
3,1.2427464200801355,2021,318,5,100,7,0,True,False,True,False,False,True,False,False,False,False
3,5.332907092754279,2021,317,7,100,9,0,False,False,True,False,False,True,False,True,True,True
3,4.842749023553844,2021,320,9,100,3,1,False,True,False,False,False,False,False,True,False,False
3,0.696656396731429,2020,306,8,90,5,0,False,False,True,False,False,False,True,True,False,True
3,0.29216303505099095,2020,315,9,100,8,1,False,True,False,False,False,False,True,True,False,True
3,4.962309220708679,2021,314,6,100,5,1,False,False,True,False,False,False,False,True,False,False
3,2.3543501919099263,2020,322,9,90,9,1,True,True,False,True,False,False,False,True,True,False
3,0.6915660253871883,2022,310,9,90,4,0,False,False,False,False,False,False,False,True,False,False
3,6.075429639651892,2021,305,9,90,7,0,False,True,False,False,False,False,True,True,False,True
3,2.512352024141153,2022,302,9,100,3,0,True,True,False,False,False,False,False,False,False,True
3,3.6767963971057886,2020,313,8,100,5,0,False,False,True,False,False,True,False,True,True,True
3,1.894503419630154,2021,305,5,100,6,0,False,True,False,True,False,False,False,False,True,True
3,5.018536626863717,2022,316,8,100,9,1,True,False,False,True,False,False,False,True,False,False
3,2.4119073228348755,2020,318,7,100,5,1,True,False,False,False,True,False,False,False,False,False
3,7.744167689821027,2021,317,6,90,7,1,True,False,True,False,False,False,False,False,True,False
3,5.6235803889352525,2021,319,5,100,1,0,True,False,False,False,False,True,False,True,False,False
3,1.0937782109877263,2022,315,6,90,4,1,True,True,False,False,False,False,False,False,True,True
3,3.333558717387734,2022,323,6,100,2,1,True,False,False,False,True,False,False,False,False,False
3,3.0833687978390287,2022,302,5,100,3,1,True,False,True,False,True,False,False,False,False,True
3,4.273976885763065,2020,305,5,90,9,0,True,True,False,False,False,False,False,True,True,False
3,6.735445395834026,2022,316,7,100,7,0,True,False,True,False,False,False,False,True,True,False
3,4.667376121464014,2022,319,8,90,1,0,True,True,False,False,False,False,False,True,False,True
3,0.4924534207999942,2022,304,5,100,8,0,False,False,False,False,False,False,True,True,True,True
3,5.24332557442284,2021,320,7,90,6,0,True,False,True,False,True,False,False,False,False,True
3,0.06612238356686717,2022,315,9,100,0,0,True,False,True,True,False,False,False,False,True,False
3,6.239683684323144,2022,316,5,90,2,0,True,True,False,False,False,False,True,False,True,True
3,5.333088579289936,2020,315,8,90,7,0,True,False,True,False,False,True,False,False,True,False
3,2.470285266820688,2020,324,9,100,1,1,True,True,False,True,False,False,False,True,False,False
3,2.339534436716126,2022,320,9,100,9,1,False,True,False,True,False,False,False,True,False,False
3,6.3861839723704446,2020,308,9,100,6,0,False,True,False,True,False,False,False,True,False,False
3,6.266693535396964,2020,306,9,100,0,1,False,True,False,False,True,False,False,True,True,True
3,2.8184188350140795,2020,304,6,100,2,1,True,False,False,False,False,True,False,False,False,True
3,2.3915818246382425,2021,308,8,100,9,1,True,True,False,False,False,False,True,False,True,True
3,4.47859831106232,2022,320,7,90,1,1,False,False,True,False,False,True,False,False,True,False
3,0.06692527987315344,2022,309,5,90,1,1,True,False,False,False,False,False,True,True,True,False
3,0.6613363038923383,2022,324,7,100,9,1,True,False,True,False,True,False,False,False,True,True
3,1.009356721189894,2020,320,6,90,1,1,False,False,False,False,False,True,False,False,False,False
3,1.4832945426173936,2020,300,9,90,3,1,True,True,False,True,False,False,False,False,False,False
3,4.096145013403753,2020,306,5,90,5,1,True,False,False,False,False,True,False,False,False,True
3,7.937935318888976,2021,320,8,100,0,1,True,False,False,False,True,False,False,False,True,False
3,5.220907213978828,2020,304,5,90,9,0,True,False,True,False,True,False,False,False,False,True
3,0.49039035559378874,2021,305,5,90,6,0,True,False,True,False,True,False,False,True,True,False
3,4.204634992497934,2022,305,7,100,6,1,True,True,False,False,False,False,True,False,False,True
3,3.9731616991160355,2020,322,9,100,0,1,True,False,False,False,False,True,False,True,False,True
3,1.153342526544396,2021,314,8,100,9,0,False,False,False,True,False,False,False,True,False,True
3,7.362178950419262,2021,307,5,90,8,0,False,False,False,True,False,False,False,True,False,False
3,3.5261219814029516,2020,300,6,100,7,0,True,True,False,False,False,False,False,False,False,True
3,7.956473124877918,2021,309,6,100,1,0,True,True,False,False,True,False,False,False,False,False
3,3.360578362017314,2020,302,9,100,6,0,False,True,False,True,False,False,False,True,True,False
3,4.863661621468874,2021,321,5,100,1,0,False,True,False,False,True,False,False,False,True,True
3,0.8381002916115206,2022,315,9,90,3,0,False,True,False,True,False,False,False,False,True,True
3,3.6338225904549537,2022,300,5,90,4,1,False,False,True,False,False,True,False,False,False,False
3,1.9101271520317864,2022,315,8,100,9,0,False,False,False,False,False,False,False,True,True,True
3,6.68451838856988,2020,313,6,90,2,1,False,False,False,False,True,False,False,False,False,True
3,6.271356678940319,2022,304,7,90,6,0,False,False,False,False,False,False,True,False,True,True
3,6.593439997002868,2022,315,9,100,6,1,True,False,False,False,False,False,True,True,False,False
3,5.788875502063611,2022,320,8,100,5,0,False,False,False,True,False,False,False,True,False,False
3,6.66146578896041,2020,324,6,100,6,1,False,False,False,False,False,True,False,False,True,True
3,1.6066300013993668,2021,310,8,90,2,1,False,False,False,False,True,False,False,False,False,False
3,3.6163502126384133,2020,317,7,90,6,1,True,False,False,False,False,False,False,True,False,True
3,5.534775039567745,2020,306,5,90,6,1,True,False,True,False,False,True,False,True,True,True
3,5.099139983481079,2022,324,5,100,8,0,True,False,False,True,False,False,False,True,True,True
3,5.730835862992696,2021,307,8,90,1,0,False,False,True,False,False,True,False,False,True,True
3,1.7940670652098536,2022,316,8,90,2,0,False,True,False,False,False,False,False,False,True,False
3,0.787477672359918,2022,313,9,90,3,0,False,False,False,False,False,True,False,False,True,True
3,7.334452624598211,2020,316,8,100,7,1,True,True,False,False,True,False,False,False,False,False
3,4.481375164538868,2020,311,5,100,0,0,True,True,False,True,False,False,False,False,False,True
3,1.2306073960592876,2020,317,8,90,1,0,True,True,False,False,False,False,False,False,True,False
3,6.347492655098892,2022,300,6,90,1,0,True,False,True,True,False,False,False,True,False,True
3,7.319439493034261,2021,323,6,100,1,1,True,True,False,False,True,False,False,False,True,False
3,1.3565081485688726,2021,306,5,90,1,0,True,True,False,False,False,False,False,False,False,False
3,6.539299642152884,2022,305,8,100,6,0,False,True,False,False,False,False,False,True,False,True
3,7.465800490553026,2021,314,8,90,5,0,True,False,False,True,False,False,False,True,False,True
3,7.506892802368139,2022,317,8,90,6,0,True,False,False,False,False,True,False,True,True,False
3,7.313251693228009,2021,310,6,90,5,0,True,False,True,False,False,True,False,True,False,True
3,4.371368098880822,2022,324,5,90,9,0,True,False,True,False,False,False,True,True,True,False
3,2.849690538030954,2021,316,9,90,0,0,False,False,False,False,False,False,True,True,True,True
3,0.058182461552074294,2020,300,6,100,5,1,False,False,True,False,False,False,False,True,True,True
3,0.4872978149722167,2020,301,5,90,3,0,True,False,False,True,False,False,False,True,False,True
3,3.4307121223791253,2020,306,5,100,8,1,False,True,False,False,False,False,False,True,False,True
3,3.1946091711320825,2020,309,9,100,5,1,False,True,False,True,False,False,False,False,False,True
3,1.4777112765590656,2022,313,7,100,8,1,False,False,True,False,True,False,False,False,True,True
3,3.1638402242532546,2021,311,9,90,7,1,False,False,False,False,False,False,True,False,True,False
3,1.3972005236429448,2022,316,9,90,4,1,False,False,False,False,False,False,False,True,True,False
3,6.790330022206724,2020,313,5,100,9,1,False,False,True,False,True,False,False,False,True,False
3,2.3855590230047907,2021,318,7,100,6,1,False,False,False,False,False,True,False,True,True,False
3,4.78851480126648,2022,309,7,100,7,0,True,True,False,False,False,False,True,True,True,False
3,4.022744495992694,2020,323,8,100,4,1,False,False,True,True,False,False,False,True,False,True
3,0.4150566207519377,2021,311,9,100,7,1,True,False,True,False,False,True,False,True,True,True
3,7.5378697559293295,2021,306,9,100,9,1,False,False,False,False,False,True,False,False,False,False
3,4.217807826003867,2020,307,7,100,8,1,False,False,True,False,True,False,False,False,True,True
3,2.6004611471345225,2020,312,7,100,4,1,False,False,False,False,False,False,False,True,True,False
3,1.265012557064546,2021,305,7,100,7,0,True,False,False,False,False,False,False,False,False,True
3,2.708213077814686,2020,307,5,100,8,0,False,False,False,False,True,False,False,False,False,False
3,0.16409282418711602,2022,304,5,90,0,0,True,False,False,False,False,True,False,True,False,False
3,2.9084652427863817,2020,308,5,100,6,0,False,False,False,False,False,False,True,False,False,False
3,4.251887418436039,2020,310,9,90,6,1,False,False,True,False,False,True,False,False,False,True
3,6.974929966807558,2020,312,7,100,1,0,True,True,False,False,True,False,False,False,False,True
3,5.498995341582381,2021,300,5,100,1,0,False,True,False,False,False,True,False,True,False,False
3,0.8926585050659313,2021,306,8,90,7,0,False,False,True,False,False,True,False,False,True,False
3,1.1819705955036888,2020,305,7,90,6,1,False,False,True,False,False,True,False,False,True,True
3,3.4249869425469974,2021,307,7,100,2,1,True,True,False,False,False,True,False,True,True,True
3,1.5656620131103027,2020,301,7,100,9,0,False,True,False,False,False,False,True,False,True,False
3,0.22279822066204602,2022,316,5,100,3,0,False,True,False,True,False,False,False,False,False,True
3,6.440119040944562,2021,316,6,100,2,0,False,True,False,True,False,False,False,True,False,True
3,0.156180565583953,2020,317,8,90,3,1,True,True,False,False,False,False,False,True,True,False
3,6.645516841584112,2021,320,8,90,9,0,False,False,False,True,False,False,False,False,False,True
3,1.1528317042637282,2022,306,6,100,4,1,True,False,True,True,False,False,False,True,True,False
3,7.797427286456929,2022,314,8,100,9,1,False,False,False,True,False,False,False,False,False,False
3,4.830991294609521,2020,312,5,100,0,1,False,True,False,False,False,True,False,True,True,True
3,5.879863773039164,2021,324,7,100,5,0,True,True,False,False,False,True,False,True,True,False
3,0.883869023744519,2022,319,6,90,4,0,True,True,False,False,False,False,True,True,True,True
3,6.896832587611841,2021,324,7,100,4,1,True,False,False,False,False,True,False,False,False,True
3,6.7135387429723075,2020,313,8,100,8,1,True,False,False,False,False,True,False,False,True,True
3,5.223941852333741,2022,314,9,90,2,1,True,True,False,True,False,False,False,True,True,True
3,4.018198916763099,2022,302,8,100,2,0,False,False,False,False,False,False,True,True,True,True
3,5.77191338505338,2021,305,8,100,8,0,False,False,False,False,False,False,True,False,False,False
3,0.04742572269502521,2022,308,6,100,7,1,True,True,False,True,False,False,False,True,True,True
3,4.739526043187675,2020,313,7,90,8,1,False,False,False,True,False,False,False,True,False,False
3,6.779249079433892,2020,315,6,90,9,1,False,False,True,False,False,False,True,True,False,False
3,2.855199097398039,2022,316,5,100,9,0,True,False,True,False,True,False,False,False,True,False
3,0.8663148518633346,2020,311,7,90,7,1,True,False,True,True,False,False,False,False,False,False
3,3.3670179979456494,2022,303,5,100,6,1,True,False,True,True,False,False,False,True,False,True
3,5.816835592468055,2022,304,5,90,1,1,False,True,False,False,False,False,True,True,False,False
3,0.8584096829653802,2022,310,6,100,4,1,True,True,False,False,True,False,False,False,False,True
3,1.6483884817031198,2022,321,8,100,9,1,False,True,False,False,True,False,False,False,True,False
3,1.1804147746295994,2021,310,9,100,6,0,True,False,True,False,False,False,False,True,False,False
3,6.375582044601799,2022,307,8,100,4,1,True,False,True,False,True,False,False,True,True,True
3,0.5031409796198947,2020,317,8,100,0,1,True,False,False,True,False,False,False,True,False,True
3,5.492692016915464,2021,305,7,100,9,0,True,False,False,False,False,True,False,False,False,True
3,2.931655366025531,2020,306,6,90,5,1,False,False,True,False,False,False,True,True,True,False
3,6.0463299430824184,2022,305,7,90,5,0,False,False,True,True,False,False,False,False,False,True
3,7.715067350272301,2020,313,9,100,5,0,False,False,True,False,False,False,True,True,False,True
3,0.9163623966918584,2021,319,6,90,2,1,True,False,True,False,True,False,False,True,True,True
3,2.5150803285396677,2020,305,8,90,0,1,False,False,False,False,False,False,True,True,False,False
3,6.481003421750856,2021,303,5,100,6,1,False,False,True,True,False,False,False,False,True,False
3,2.129267088409412,2022,324,8,90,5,0,False,False,False,False,False,True,False,False,True,False
3,1.7209647763683273,2022,312,8,90,4,1,True,False,True,True,False,False,False,True,False,True
3,6.603023822951774,2020,316,6,100,2,1,False,False,True,False,False,False,False,True,True,False
3,7.896658912047762,2020,311,8,90,5,1,True,False,True,False,False,False,True,True,False,False
3,4.455044721183726,2022,308,9,90,9,0,True,False,False,True,False,False,False,False,False,True
3,2.224389986666714,2022,319,8,90,8,1,False,False,False,False,True,False,False,True,True,True
3,3.188527692800432,2020,302,5,90,7,0,False,True,False,False,True,False,False,True,False,True
3,1.361042619068872,2022,310,6,90,7,0,True,False,True,True,False,False,False,False,True,True
3,6.09509823112602,2021,304,9,100,7,1,True,True,False,False,False,False,False,False,False,False
3,6.187792142582143,2021,302,6,90,0,0,True,True,False,False,False,False,True,True,True,True
3,7.000967939059955,2020,316,5,100,6,1,False,False,False,False,False,False,False,False,True,True
3,0.21282050877251102,2020,323,7,100,0,0,True,False,False,False,False,True,False,False,True,True
3,4.495850733011034,2022,308,9,100,6,1,True,True,False,True,False,False,False,False,True,False
3,1.7140434747454751,2022,305,5,90,1,1,True,False,True,False,False,False,False,False,True,False
3,2.727064123938857,2021,317,7,100,2,1,False,False,False,False,False,True,False,False,True,True
3,6.27964492229206,2020,305,5,90,9,0,True,False,True,False,False,False,False,False,False,True
3,1.5362692188919693,2020,305,7,100,1,0,True,False,True,False,False,True,False,False,False,False
3,5.106734004648717,2020,321,7,90,9,0,True,True,False,False,True,False,False,False,False,True
3,5.236529529788785,2020,309,6,90,0,1,True,True,False,False,True,False,False,True,False,True
3,7.632751319218405,2021,310,8,100,4,0,True,True,False,True,False,False,False,True,True,True
3,6.201287428231496,2021,313,8,90,7,0,False,True,False,False,False,False,False,False,True,True
3,6.4290811772295475,2020,311,5,100,5,1,False,False,False,False,True,False,False,False,True,True
3,4.252805992143148,2021,324,7,100,3,1,True,False,False,False,False,False,True,True,True,False
3,1.4942464572989653,2020,319,8,100,9,1,True,True,False,False,True,False,False,True,False,False
3,3.404506925746813,2021,317,5,100,0,1,True,False,False,False,True,False,False,True,True,False
3,4.395916588094563,2022,323,5,100,9,1,True,True,False,False,False,False,False,True,True,False
3,5.4273540137096985,2021,321,9,100,1,0,True,False,True,False,False,True,False,True,True,True
3,4.861672894655418,2020,314,6,100,1,1,True,False,True,False,False,False,True,False,False,False
3,3.1518226313379483,2022,309,6,90,2,1,False,False,True,False,False,False,True,False,False,False
3,2.1225048559667314,2020,300,7,100,1,0,True,True,False,False,False,True,False,True,False,False
3,1.3458467456294647,2022,314,8,100,3,1,True,False,True,False,False,False,False,False,False,True
3,5.550763090178131,2022,321,7,100,3,1,False,False,False,False,True,False,False,True,True,False
3,5.16318939449988,2021,301,8,100,4,0,False,False,True,False,False,True,False,True,False,True
3,5.498979726062453,2021,319,8,100,8,1,False,False,True,False,False,False,True,False,False,True
3,2.980219622422359,2022,301,8,90,2,0,False,False,True,False,False,False,True,False,True,False
3,2.09926258056596,2022,303,8,100,5,0,True,False,False,False,True,False,False,False,False,False
3,6.077770629447403,2022,322,8,90,9,1,False,True,False,False,True,False,False,False,False,True
3,6.189179160442673,2020,323,9,100,3,0,False,False,False,True,False,False,False,True,True,False
3,3.644930991734725,2021,313,9,100,6,1,False,True,False,False,False,True,False,False,False,False
3,4.895232678138593,2020,318,8,90,3,1,True,True,False,False,True,False,False,True,False,True
3,2.9881573138539297,2021,313,5,90,6,0,True,False,True,True,False,False,False,False,False,False
3,5.615577600958454,2020,312,5,100,0,0,True,True,False,False,False,False,False,False,False,False
3,6.68577277318297,2021,300,6,100,8,0,False,False,False,False,False,False,True,True,True,True
3,5.505866218685195,2022,309,8,90,0,0,True,False,False,False,False,True,False,True,True,False
3,4.100661014777092,2022,313,5,100,4,1,False,True,False,False,False,False,False,True,False,False
3,3.6692636759389625,2021,316,6,90,7,0,False,False,True,False,False,True,False,False,True,False
3,5.138557207805954,2022,315,5,100,7,1,False,False,True,False,False,True,False,True,True,False
3,5.438487132810642,2022,314,6,90,5,1,False,False,False,False,True,False,False,False,False,True
3,4.469835548196312,2020,310,7,100,5,1,True,False,True,True,False,False,False,True,False,True
3,4.99953820085916,2021,322,5,100,1,1,True,True,False,False,False,True,False,True,True,False
3,0.7727094599562578,2022,311,8,90,3,0,True,True,False,False,False,False,False,False,True,False
3,7.614124129138614,2021,300,8,90,7,0,True,False,False,False,False,True,False,False,False,True
3,6.326184509856272,2020,302,9,100,1,1,False,True,False,True,False,False,False,True,True,False
3,2.9914229576542706,2021,310,7,90,5,0,False,False,False,False,False,False,True,True,True,False
3,4.50250088762904,2020,320,7,100,2,0,False,True,False,False,False,True,False,False,False,False
3,0.3785962410913708,2020,310,5,90,6,0,False,False,False,False,False,False,False,False,False,False
3,0.32982251199248314,2020,304,6,90,8,0,False,False,True,False,False,False,True,True,False,False
3,2.0063866808957016,2022,314,9,100,7,0,True,True,False,False,False,False,True,True,False,False
3,5.517613138916986,2020,319,7,90,7,0,True,True,False,False,True,False,False,False,True,True
3,6.817181982400093,2021,323,7,100,8,1,False,False,False,False,True,False,False,True,False,False
3,4.473487039838787,2021,315,8,100,1,1,False,False,False,False,False,True,False,True,True,True
3,4.257061916658819,2022,302,8,90,5,1,True,True,False,False,False,False,False,False,True,False
3,3.2184762703317276,2022,307,6,100,8,1,True,False,False,False,True,False,False,True,False,True
3,1.2927836476641694,2020,315,5,90,1,0,False,True,False,True,False,False,False,False,True,False
3,0.9468328106127002,2020,315,6,100,8,1,True,False,True,True,False,False,False,False,False,True
3,6.085438089767728,2020,321,5,90,1,1,True,False,False,False,False,False,True,True,False,False
3,7.420028410372605,2022,303,9,90,8,1,False,True,False,False,False,False,True,False,True,False
3,3.666265731090185,2022,314,7,90,0,0,False,False,True,False,False,False,True,False,True,False
3,5.275565269725106,2021,318,6,100,5,1,True,False,True,True,False,False,False,False,True,False
3,7.31566120704753,2020,314,5,90,5,0,True,True,False,False,True,False,False,True,False,False
3,0.7209090634731563,2020,312,9,90,1,1,False,False,False,False,True,False,False,True,False,True
3,6.163851624952239,2021,309,6,100,6,1,True,True,False,False,False,True,False,True,False,False
3,4.934535075004601,2021,301,7,90,9,0,True,False,True,False,False,False,False,False,True,True
3,4.789097430638891,2021,305,9,100,3,1,True,True,False,True,False,False,False,False,False,False
3,2.3403234278525584,2021,316,8,90,3,0,False,False,False,False,False,False,True,True,False,False
3,5.471146838221415,2020,307,7,100,8,1,True,False,True,False,False,False,False,True,True,True
3,6.358382038566212,2022,315,8,90,1,0,True,True,False,False,False,False,True,False,True,False
3,0.9028653195495773,2020,320,9,100,8,0,False,False,False,False,False,False,False,True,False,True
3,4.2681714478478705,2021,312,9,90,8,1,False,False,True,False,False,False,False,False,False,True
3,0.8101214478992773,2022,322,8,90,5,1,True,False,False,False,True,False,False,True,False,False
3,6.980592154381156,2020,311,5,90,9,1,False,False,True,False,False,True,False,True,True,True
3,4.061093781250778,2021,315,9,90,6,0,False,True,False,False,False,True,False,True,False,True
3,6.463725514086059,2022,306,6,90,3,0,True,False,False,False,False,False,True,True,False,True
3,2.944685101329714,2022,309,6,100,0,0,False,False,True,True,False,False,False,False,True,True
3,1.0006258145306033,2022,305,9,100,8,0,True,False,False,False,False,True,False,True,False,False
3,0.3319944350856918,2020,304,8,100,8,1,True,False,False,True,False,False,False,False,False,False
3,2.252076966179004,2021,317,8,90,0,0,False,True,False,False,False,False,True,False,False,False
3,1.9538696029126283,2020,315,7,100,3,1,True,False,False,True,False,False,False,True,True,True
3,4.482815792159695,2020,302,8,100,6,0,True,False,True,False,False,False,False,False,True,True
3,0.17391070450965884,2020,302,5,100,2,1,True,False,True,False,False,False,False,False,True,False
3,4.164564354393387,2022,304,5,90,4,0,True,False,True,False,False,False,True,True,True,False
3,3.1341739360960252,2021,301,6,100,4,0,True,False,True,True,False,False,False,True,False,True
3,4.616978159315537,2020,300,9,100,7,1,False,True,False,True,False,False,False,True,True,False
3,5.619340225202917,2021,303,6,100,8,1,False,False,False,False,False,False,True,True,True,True
3,5.072735560638712,2022,309,9,90,0,1,True,True,False,False,False,True,False,True,True,False
3,7.87715495498693,2020,312,6,90,1,0,True,False,False,False,True,False,False,True,True,False
3,1.1061227510149685,2021,302,9,100,4,0,False,False,False,False,False,True,False,False,False,False
3,3.437896071438228,2022,310,9,100,0,1,True,False,False,False,True,False,False,False,True,False
3,3.3986458931464893,2020,302,6,100,5,1,True,True,False,True,False,False,False,True,False,True
3,3.336425629623365,2020,309,7,90,5,1,True,False,False,False,True,False,False,False,True,True
3,5.310387136341347,2021,321,5,90,2,1,False,True,False,False,True,False,False,False,False,False
3,3.9186244843737796,2021,308,8,90,3,0,True,False,True,True,False,False,False,False,True,True
3,4.139460478503705,2020,309,5,100,2,0,False,False,True,False,False,False,False,True,True,True
3,3.4588479371741174,2020,312,8,90,4,1,True,False,False,False,True,False,False,True,True,True
3,7.9335956881485,2022,317,9,90,8,1,True,True,False,False,False,False,True,True,False,True
3,7.420490790552337,2022,320,6,90,9,1,False,False,True,False,False,True,False,True,True,False
3,2.4617935149149677,2020,317,6,100,2,0,False,True,False,True,False,False,False,False,False,True
3,0.8927513981333375,2021,321,8,90,1,1,True,True,False,True,False,False,False,True,False,False
3,6.718117792308823,2021,316,6,100,5,0,True,False,False,False,True,False,False,True,False,False
3,7.977362011405796,2020,316,6,100,9,1,True,False,True,False,False,False,False,True,True,True
3,2.340871152317164,2022,324,6,90,0,1,False,False,False,False,False,False,False,False,True,False
3,2.86227940673413,2020,304,5,90,8,0,True,False,False,False,False,True,False,False,True,False
3,7.533065451881623,2021,308,6,100,9,1,False,False,True,False,False,True,False,False,True,False
3,5.689036144024719,2020,311,7,100,2,1,True,False,True,False,False,False,False,True,True,False
3,2.3651066542370893,2020,311,8,90,2,0,True,True,False,False,False,False,False,True,False,True
3,4.6483719302713205,2022,323,5,90,7,0,True,False,True,False,False,False,False,False,True,False
3,7.553836634914049,2021,324,5,100,5,1,True,True,False,False,True,False,False,False,True,True
3,6.494504855566229,2021,324,9,90,2,1,True,True,False,False,False,False,True,False,True,True
3,5.934661709829277,2020,323,9,100,5,0,True,True,False,False,False,True,False,True,False,False
3,5.895970493816179,2021,318,6,100,5,0,True,False,True,True,False,False,False,True,True,False
3,1.4241625943381626,2021,306,5,100,2,0,False,False,False,False,False,False,False,False,True,True
3,6.597449913823492,2021,319,5,90,5,1,True,True,False,False,False,False,False,False,True,True
3,2.208949059547665,2021,323,6,90,9,1,True,False,False,False,False,False,True,False,True,False
3,7.442933263212236,2022,322,8,100,7,1,True,False,False,False,False,False,False,True,False,True
3,2.9171199281102638,2022,311,5,100,8,0,True,False,True,False,False,True,False,True,False,False
3,6.861283176338052,2022,308,9,90,2,1,False,False,False,False,False,False,False,False,True,True
3,2.1298679561424114,2022,307,6,100,1,0,False,False,False,False,False,False,True,False,False,True
3,4.116215492657924,2022,318,5,100,9,0,True,False,True,False,True,False,False,True,False,False
3,0.8550823639124845,2021,320,9,100,9,1,True,True,False,False,False,True,False,False,False,True
3,5.280951223969392,2020,302,7,100,6,0,False,False,False,False,True,False,False,True,True,True
3,6.688634201334707,2020,310,5,90,7,0,False,False,True,True,False,False,False,True,False,True
3,5.747578250419329,2022,311,6,100,8,1,False,False,False,False,False,False,True,False,True,False
3,4.186068103509259,2021,324,9,90,0,1,True,False,False,True,False,False,False,True,True,False
3,0.36092702881167593,2022,316,5,90,0,0,False,True,False,True,False,False,False,True,False,True
3,7.467528057366867,2020,306,9,100,0,0,False,False,False,True,False,False,False,True,False,True
3,5.643916388629077,2021,324,6,100,3,1,True,False,True,True,False,False,False,True,False,True
3,5.966913906922664,2021,302,5,90,2,1,True,False,False,False,False,False,True,True,True,False
3,6.357444604086457,2021,306,6,90,6,1,True,True,False,False,True,False,False,True,False,True
3,5.981947407420885,2020,306,8,100,5,1,False,True,False,False,False,False,False,False,True,False
3,3.528929312786669,2020,313,5,100,2,1,False,False,True,True,False,False,False,True,False,True
3,5.868974634303575,2022,301,5,100,2,0,False,True,False,False,False,False,False,True,False,False
3,5.0002143024826315,2022,315,9,100,4,0,False,False,False,False,False,False,False,True,False,False
3,6.832130669350292,2020,320,5,90,3,0,True,True,False,True,False,False,False,True,True,False
3,6.419678522698963,2022,309,8,90,8,1,False,False,True,False,False,True,False,True,False,True
3,0.3309950597380791,2020,313,9,90,0,1,True,True,False,False,False,False,False,False,True,False
3,3.031096722660842,2021,306,9,100,0,1,False,True,False,False,False,True,False,True,False,True
3,0.27772921747115653,2022,301,7,90,4,0,False,True,False,False,True,False,False,True,True,True
